Frequency(Hz)	Amplitude 
0, 761.5
1, 907.0
2, 705.3
3, 730.2
4, 735.1
5, 736.5
6, 825.7
7, 778.6
8, 682.3
9, 770.4
10, 797.5
11, 336.7
12, 759.6
13, 1079.1
14, 760.3
15, 1198.7
16, 760.4
17, 811.3
18, 689.6
19, 709.5
20, 420.7
21, 775.3
22, 859.3
23, 697.0
24, 3164.3
25, 852.7
26, 815.0
27, 769.6
28, 1593.0
29, 783.0
30, 795.8
31, 794.6
32, 798.4
33, 757.9
34, 654.6
35, 1747.6
36, 71.1
37, 0.0
38, 827.3
39, 839.5
40, 0.0
41, 747.7
42, 0.0
43, 732.1
44, 735.4
45, 867.9
46, 1042.5
47, 156.5
48, 0.0
49, 704.9
50, 754.9
51, 751.2
52, 786.4
53, 742.0
54, 756.7
55, 0.0
56, 799.6
57, 746.8
58, 793.5
59, 978.1
60, 1654.1
61, 703.2
62, 754.0
63, 851.0
64, 728.1
65, 0.0
66, 801.8
67, 689.6
68, 676.4
69, 65.7
70, 1015.4
71, 731.0
72, 858.7
73, 856.5
74, 899.9
75, 746.7
76, 779.0
77, 887.4
78, 566.4
79, 763.8
80, 0.0
81, 961.9
82, 915.5
83, 1015.3
84, 733.5
85, 710.9
86, 807.0
87, 757.9
88, 819.2
89, 824.8
90, 827.0
91, 747.1
92, 0.0
93, 226.0
94, 0.0
95, 758.0
96, 789.9
97, 324.1
98, 775.5
99, 736.8
100, 0.0
101, 1811.8
102, 767.5
103, 813.0
104, 848.9
105, 0.0
106, 1651.2
107, 0.0
108, 1163.6
109, 736.9
110, 778.2
111, 757.4
112, 125.7
113, 812.5
114, 731.5
115, 825.7
116, 717.0
117, 868.0
118, 943.2
119, 37.5
120, 759.1
121, 742.1
122, 0.7
123, 847.3
124, 753.9
125, 872.6
126, 774.3
127, 0.0
128, 797.0
129, 748.5
130, 747.0
131, 778.0
132, 0.0
133, 729.4
134, 685.9
135, 664.4
136, 758.3
137, 786.4
138, 803.0
139, 758.2
140, 0.0
141, 964.9
142, 775.0
143, 839.9
144, 0.0
145, 750.5
146, 685.1
147, 856.9
148, 675.5
149, 339.6
150, 766.1
151, 815.8
152, 794.8
153, 752.6
154, 768.5
155, 1507.8
156, 742.5
157, 718.7
158, 0.0
159, 729.0
160, 4082.9
161, 811.7
162, 769.2
163, 764.9
164, 731.6
165, 0.0
166, 1370.0
167, 716.5
168, 0.0
169, 726.9
170, 817.4
171, 784.9
172, 823.8
173, 790.2
174, 758.0
175, 749.1
176, 847.8
177, 0.0
178, 851.9
179, 785.8
180, 772.6
181, 729.0
182, 252.0
183, 817.7
184, 1168.3
185, 751.9
186, 828.7
187, 913.4
188, 753.9
189, 743.7
190, 760.2
191, 220.5
192, 696.1
193, 731.8
194, 733.1
195, 1092.4
196, 974.6
197, 757.2
198, 600.0
199, 721.3
200, 720.7
201, 825.2
202, 761.9
203, 1663.7
204, 837.1
205, 823.6
206, 1140.9
207, 0.0
208, 784.2
209, 771.0
210, 0.0
211, 786.4
212, 0.0
213, 781.4
214, 0.0
215, 940.0
216, 703.0
217, 0.0
218, 779.0
219, 764.1
220, 766.6
221, 834.0
222, 0.0
223, 774.1
224, 708.9
225, 710.9
226, 777.5
227, 882.0
228, 1047.9
229, 0.0
230, 741.5
231, 689.5
232, 635.4
233, 736.6
234, 818.2
235, 734.5
236, 809.8
237, 1480.3
238, 743.8
239, 776.6
240, 724.8
241, 782.8
242, 826.9
243, 775.8
244, 807.4
245, 725.0
246, 758.4
247, 796.8
248, 729.4
249, 735.5
250, 788.9
251, 784.5
252, 893.0
253, 0.0
254, 857.9
255, 1158.3
256, 938.1
257, 0.0
258, 0.0
259, 846.0
260, 806.5
261, 782.3
262, 940.1
263, 737.7
264, 809.8
265, 764.1
266, 784.1
267, 768.1
268, 750.9
269, 0.0
